Start Time	End Time	Transportation Mode
2008/05/18 14:04:45	2008/05/18 14:17:30	bus
2008/05/21 09:10:51	2008/05/21 09:47:34	bus
2008/05/21 12:55:24	2008/05/21 13:07:30	bike
2008/05/21 13:30:05	2008/05/21 13:58:27	bus
2008/05/23 07:03:32	2008/05/23 07:23:10	bus
2008/05/23 09:59:44	2008/05/23 10:25:29	bus
2008/05/23 11:58:15	2008/05/23 12:06:02	bus
2008/05/24 02:39:30	2008/05/24 03:07:05	bike
2008/05/24 13:43:33	2008/05/24 14:06:45	bus
2008/05/28 08:50:30	2008/05/28 09:41:36	bus
2008/05/28 14:25:57	2008/05/28 14:33:12	bike
2008/05/28 14:33:12	2008/05/28 14:45:02	taxi
2008/05/31 05:24:27	2008/05/31 05:34:05	bus
2008/05/31 13:14:58	2008/05/31 13:26:40	car
2008/06/01 08:11:16	2008/06/01 08:42:23	bus
2008/06/01 10:12:46	2008/06/01 10:48:54	bus
2008/06/02 05:06:56	2008/06/02 05:30:23	bus
2008/06/02 09:35:02	2008/06/02 09:45:05	bus
2008/06/03 08:08:27	2008/06/03 08:21:54	bus
2008/06/05 08:22:49	2008/06/05 08:55:42	bus
2008/06/05 09:04:52	2008/06/05 09:27:30	bike
2008/06/05 10:31:02	2008/06/05 11:19:29	bike
2008/06/05 13:06:04	2008/06/05 13:31:48	bike
2008/06/05 13:47:00	2008/06/05 14:14:40	bus
2008/06/07 01:02:16	2008/06/07 04:46:47	train
2008/06/07 05:51:32	2008/06/07 06:27:43	bus
2008/06/07 10:05:48	2008/06/07 10:08:36	car
2008/06/07 10:29:05	2008/06/07 10:31:14	car
2008/06/08 03:07:00	2008/06/08 03:40:58	bike
2008/06/08 03:52:30	2008/06/08 04:07:00	bike
2008/06/09 08:16:50	2008/06/09 08:49:56	bus
2008/06/09 10:54:26	2008/06/09 14:56:52	train
2008/06/14 03:13:42	2008/06/14 04:06:50	bus
2008/06/14 09:19:46	2008/06/14 09:44:23	bus
2008/06/14 13:44:50	2008/06/14 14:08:56	bus
2008/06/15 04:41:16	2008/06/15 04:46:08	bus
2008/06/20 01:19:44	2008/06/20 01:26:54	bus
2008/06/20 01:26:54	2008/06/20 01:39:11	bus
2008/06/20 10:01:30	2008/06/20 10:38:42	bus
2008/06/20 10:41:55	2008/06/20 11:16:43	bus
2008/06/21 05:48:08	2008/06/21 07:40:04	bus
2008/06/21 07:40:04	2008/06/21 08:14:28	bike
2008/06/22 06:19:38	2008/06/22 06:45:59	bus
2008/06/22 06:48:35	2008/06/22 06:52:39	bus
2008/06/22 10:50:55	2008/06/22 11:02:26	bus
2008/06/22 12:19:11	2008/06/22 12:25:00	bus
2008/06/22 12:25:00	2008/06/22 12:30:24	bus
2008/06/22 12:30:24	2008/06/22 12:34:28	bus
2008/06/28 08:41:34	2008/06/28 09:00:56	bus
2008/06/29 06:21:59	2008/06/29 06:36:35	bus
2008/07/06 06:16:07	2008/07/06 06:43:54	bus
2008/07/06 09:03:24	2008/07/06 09:15:31	bus
2008/07/06 09:15:31	2008/07/06 11:08:55	bus
2008/07/06 12:02:08	2008/07/06 12:15:21	bus
2008/07/12 02:12:22	2008/07/12 02:51:13	bus
2008/07/12 02:57:30	2008/07/12 03:33:49	bike
2008/07/12 03:33:49	2008/07/12 04:55:54	bike
2008/07/12 14:26:22	2008/07/12 14:52:53	bus
2008/07/12 15:05:41	2008/07/12 15:15:54	bike
2008/07/13 08:00:45	2008/07/13 08:13:45	bike
2008/07/13 08:52:50	2008/07/13 09:20:51	bike
2008/07/13 11:59:25	2008/07/13 13:05:37	bike
2008/07/14 06:29:31	2008/07/14 06:57:44	bus
2008/07/18 09:47:38	2008/07/18 10:13:26	bike
2008/07/18 15:11:01	2008/07/18 15:23:00	taxi
2008/07/19 11:36:34	2008/07/19 11:44:45	bus
2008/07/23 13:59:13	2008/07/23 14:23:33	bus
2008/07/25 10:39:15	2008/07/25 10:44:55	bus
2008/07/25 11:47:45	2008/07/25 11:53:35	bus
2008/07/26 01:00:41	2008/07/26 01:29:25	car
2008/07/26 01:32:30	2008/07/26 01:34:05	car
2008/07/27 00:42:02	2008/07/27 02:43:52	car
2008/07/27 08:02:12	2008/07/27 08:33:32	car
2008/07/27 10:51:31	2008/07/27 12:00:41	car
2008/07/29 12:30:04	2008/07/29 12:41:34	bus
2008/07/29 14:10:38	2008/07/29 14:23:59	bus
2008/07/31 14:38:48	2008/07/31 14:53:38	taxi
2008/08/02 08:39:04	2008/08/02 08:46:48	bike
2008/08/02 08:48:29	2008/08/02 09:08:30	taxi
2008/08/02 10:10:58	2008/08/02 10:27:13	bus
2008/08/02 14:28:25	2008/08/02 14:35:53	bus
2008/08/02 15:32:53	2008/08/02 15:52:45	taxi
2008/08/02 16:00:57	2008/08/02 16:08:59	bike
2008/08/03 03:16:30	2008/08/03 03:18:06	bike
2008/08/03 03:39:03	2008/08/03 03:40:21	bike
2008/08/03 03:42:15	2008/08/03 04:25:28	bus
2008/08/03 10:17:24	2008/08/03 10:20:37	bus
2008/08/03 12:27:44	2008/08/03 13:07:32	bus
2008/08/03 13:09:02	2008/08/03 13:21:21	bike
2008/08/07 23:30:43	2008/08/08 01:24:50	train
2008/08/08 02:10:22	2008/08/08 02:44:20	bus
2008/08/09 01:46:53	2008/08/09 02:32:47	taxi
2008/08/09 10:49:29	2008/08/09 11:01:03	taxi
2008/08/09 11:12:13	2008/08/09 11:17:50	motorcycle
2008/08/10 03:14:37	2008/08/10 03:19:23	taxi
2008/08/10 07:03:34	2008/08/10 07:44:02	bus
2008/08/10 07:55:21	2008/08/10 11:51:54	car
2008/08/10 12:17:16	2008/08/10 13:09:01	bus
2008/08/11 09:08:14	2008/08/11 09:41:19	bus
2008/08/11 13:06:30	2008/08/11 13:25:04	bike
2008/08/11 13:37:04	2008/08/11 14:01:44	bus
2008/08/12 13:01:32	2008/08/12 13:15:07	bus
2008/08/16 05:54:38	2008/08/16 05:59:58	bus
2008/08/16 10:22:23	2008/08/16 10:32:43	bus
2008/08/16 12:44:06	2008/08/16 13:01:47	bus
2008/08/17 02:25:41	2008/08/17 02:55:47	subway
2008/08/17 02:43:00	2008/08/17 03:03:25	bus
2008/08/17 03:30:36	2008/08/17 04:15:57	subway
2008/08/17 03:36:50	2008/08/17 03:42:10	subway
2008/08/17 03:45:20	2008/08/17 04:16:33	subway
2008/09/04 09:15:32	2008/09/04 09:29:32	bike
2008/09/04 13:11:49	2008/09/04 13:21:37	bike
2008/09/04 13:34:59	2008/09/04 13:56:13	bus
2008/09/12 01:53:26	2008/09/12 02:14:21	bike
2008/09/12 08:14:31	2008/09/12 08:47:37	bus
2008/09/12 08:52:59	2008/09/12 09:32:37	bike
2008/09/12 09:55:25	2008/09/12 10:46:34	bike
2008/09/12 12:36:37	2008/09/12 13:02:27	bike
2008/09/12 13:33:37	2008/09/12 13:45:27	bike
2008/09/12 13:45:27	2008/09/12 14:04:59	bus
2008/09/13 03:40:08	2008/09/13 03:57:13	bike
2008/09/13 04:41:04	2008/09/13 04:46:19	bike
2008/09/13 05:26:29	2008/09/13 05:36:04	bike
2008/09/29 01:01:23	2008/09/29 01:15:05	bus
2008/09/29 01:20:39	2008/09/29 02:59:22	bus
2008/09/29 09:30:18	2008/09/29 10:59:32	bus
2008/09/29 12:20:18	2008/09/29 12:44:47	bike
2008/09/29 12:44:47	2008/09/29 13:07:17	bus
2008/09/30 03:35:20	2008/09/30 03:57:48	bus
2008/09/30 06:29:55	2008/09/30 06:36:25	bike
2008/09/30 07:27:10	2008/09/30 07:33:25	bike
2008/09/30 08:56:38	2008/09/30 09:12:18	bike
2008/09/30 13:07:58	2008/09/30 13:39:13	bus
2008/10/02 02:06:52	2008/10/02 02:46:35	bus
2008/10/02 11:18:06	2008/10/02 11:42:40	bus
2008/10/06 17:24:24	2008/10/06 17:40:42	bike
2008/10/07 04:28:28	2008/10/07 04:49:13	bike
2008/10/08 04:05:05	2008/10/08 04:11:59	bike
2008/10/08 04:35:31	2008/10/08 04:57:17	bike
2008/10/08 18:08:29	2008/10/08 18:26:17	bike
2008/10/09 04:24:29	2008/10/09 04:43:41	bike
2008/10/11 05:03:30	2008/10/11 05:24:08	taxi
2008/10/11 05:52:50	2008/10/11 06:49:32	car
2008/10/12 02:10:34	2008/10/12 02:22:07	car
2008/10/12 03:45:15	2008/10/12 05:54:53	car
2008/10/12 06:59:52	2008/10/12 07:24:32	bus
2008/10/12 16:05:04	2008/10/12 16:23:27	bike
2008/10/13 03:24:24	2008/10/13 03:38:12	bike
2008/10/13 10:27:08	2008/10/13 11:30:56	bike
2008/10/14 02:15:59	2008/10/14 02:44:23	bike
2008/10/14 03:00:04	2008/10/14 03:10:48	bike
2008/10/14 10:13:24	2008/10/14 10:31:20	bike
2008/10/15 03:31:06	2008/10/15 04:00:26	bike
2008/10/20 09:25:54	2008/10/20 09:46:44	bike
2008/10/20 10:55:11	2008/10/20 10:56:57	bike
2008/10/20 11:12:14	2008/10/20 11:18:39	bike
2008/10/20 11:28:51	2008/10/20 11:37:23	bike
2008/10/21 03:02:36	2008/10/21 03:34:48	bike
2008/10/22 05:41:24	2008/10/22 06:17:34	bike
2008/10/22 09:55:56	2008/10/22 10:21:32	bike
2008/10/22 10:54:02	2008/10/22 11:20:25	bike
2008/10/22 16:44:06	2008/10/22 17:01:10	bike
2008/10/23 02:44:30	2008/10/23 02:48:28	bike
2008/10/23 02:48:32	2008/10/23 03:02:50	bike
2008/10/23 17:09:06	2008/10/23 17:24:10	bike
2008/10/24 01:04:06	2008/10/24 01:24:42	bike
2008/10/24 06:06:24	2008/10/24 06:16:30	bike
2008/11/23 17:41:35	2008/11/23 17:49:53	bike
2008/11/24 01:45:50	2008/11/24 02:03:16	bike
2008/11/25 01:41:00	2008/11/25 02:00:52	bike
2008/11/25 04:42:10	2008/11/25 05:00:11	bike
2008/11/26 02:00:23	2008/11/26 02:20:24	bike
2008/11/26 07:21:53	2008/11/26 07:41:10	bus
2008/11/27 02:10:54	2008/11/27 02:31:42	bike
2008/11/27 14:33:53	2008/11/27 14:47:41	bike
2008/11/28 04:34:35	2008/11/28 04:46:43	bike
2008/11/28 11:54:25	2008/11/28 14:10:13	bike
2008/11/29 04:51:05	2008/11/29 05:05:23	bike
2008/11/29 08:09:54	2008/11/29 08:32:24	bus
2008/11/29 11:44:53	2008/11/29 12:03:27	bus
2008/12/01 02:16:43	2008/12/01 02:27:37	bike
2008/12/03 02:14:23	2008/12/03 02:30:37	bike
2008/12/03 02:30:37	2008/12/03 02:33:05	bike
2008/12/04 02:01:00	2008/12/04 02:13:54	bike
2008/12/08 09:38:35	2008/12/08 09:52:05	bike
2008/12/08 10:21:42	2008/12/08 10:44:36	bus
2008/12/09 04:12:50	2008/12/09 04:28:40	bike
2008/12/13 01:52:54	2008/12/13 02:45:28	car
2008/12/13 07:48:36	2008/12/13 08:17:58	car
