Start Time	End Time	Transportation Mode
2008/06/20 10:53:20	2008/06/20 12:54:40	train
2008/06/20 13:02:01	2008/06/20 13:11:59	taxi
2008/06/28 07:13:59	2008/06/28 07:33:14	taxi
2008/06/28 12:31:55	2008/06/28 12:42:31	taxi
2008/06/28 16:19:03	2008/06/28 16:27:16	taxi
2008/08/01 02:51:47	2008/08/01 03:37:43	subway
2008/08/01 03:59:36	2008/08/01 04:30:20	subway
2008/08/01 05:20:07	2008/08/01 07:03:51	airplane
2008/08/01 07:17:08	2008/08/01 08:06:26	bus
2008/08/01 08:29:26	2008/08/01 10:03:10	train
2008/08/01 11:16:58	2008/08/01 15:05:34	train
2008/08/01 15:18:45	2008/08/01 15:59:59	train
2008/08/16 12:19:43	2008/08/16 12:31:18	bike
2008/08/17 00:00:34	2008/08/17 00:21:26	bus
2008/08/17 06:20:06	2008/08/17 06:30:16	bus
2008/08/17 11:04:59	2008/08/17 11:25:39	bus
2008/08/17 13:31:29	2008/08/17 13:40:17	bike
2008/08/18 00:06:10	2008/08/18 00:32:57	bus
2008/08/18 10:49:11	2008/08/18 11:19:23	bus
2008/08/18 11:19:24	2008/08/18 11:35:05	bike
2008/08/20 00:05:36	2008/08/20 00:23:54	bus
2008/08/20 06:13:36	2008/08/20 06:38:34	bus
2008/08/20 07:51:09	2008/08/20 08:22:12	bus
2008/08/20 10:58:30	2008/08/20 11:24:17	bus
2008/08/20 11:24:18	2008/08/20 11:33:43	bike
2008/08/21 10:55:52	2008/08/21 11:48:10	bus
2008/08/21 11:48:11	2008/08/21 12:04:46	bike
2008/08/23 11:54:29	2008/08/23 12:05:27	bike
2008/08/23 13:18:06	2008/08/23 13:28:32	bike
2008/08/23 13:28:33	2008/08/23 13:38:13	run
2008/08/23 13:41:58	2008/08/23 13:55:50	bike
2008/08/24 00:17:14	2008/08/24 01:15:46	bus
2008/08/24 04:03:02	2008/08/24 04:53:15	bus
2008/08/24 06:34:20	2008/08/24 08:11:45	bus
2008/08/24 10:43:19	2008/08/24 10:56:41	bike
2008/08/24 12:02:03	2008/08/24 12:11:57	bike
2008/08/25 06:34:05	2008/08/25 06:38:49	bike
2008/08/25 08:40:09	2008/08/25 08:58:07	bike
2008/08/25 11:48:13	2008/08/25 11:54:23	bike
2008/08/26 01:23:14	2008/08/26 01:42:40	bike
2008/08/26 10:17:30	2008/08/26 10:36:30	bike
2008/08/27 10:21:06	2008/08/27 10:50:00	bike
2008/08/28 00:48:21	2008/08/28 01:00:45	bike
2008/08/28 10:21:06	2008/08/28 10:34:40	bike
2008/08/29 00:47:05	2008/08/29 01:07:05	bike
2008/08/29 09:33:06	2008/08/29 09:50:26	bike
2008/08/29 10:13:52	2008/08/29 10:29:12	bus
2008/08/30 15:12:34	2008/08/30 15:28:08	bike
2008/08/31 16:15:10	2008/08/31 16:33:16	bike
2008/09/15 23:09:37	2008/09/15 23:39:55	train
2008/09/15 23:54:20	2008/09/16 00:02:44	bus
2008/09/16 00:10:22	2008/09/16 00:28:29	bus
2008/09/16 00:58:43	2008/09/16 01:07:14	subway
2008/09/16 11:49:05	2008/09/16 12:03:05	subway
2008/09/16 12:29:15	2008/09/16 12:38:43	taxi
2008/09/16 13:14:44	2008/09/16 13:51:36	train
2008/09/16 14:56:22	2008/09/16 14:58:59	taxi
2008/09/16 22:12:34	2008/09/16 22:13:38	taxi
2008/09/16 22:39:30	2008/09/16 23:15:51	train
2008/09/16 23:21:33	2008/09/17 00:04:20	taxi
2008/09/17 10:15:11	2008/09/17 10:33:12	bus
2008/09/17 10:36:11	2008/09/17 10:42:00	bus
2008/09/17 11:04:50	2008/09/17 11:35:08	train
2008/09/17 11:43:16	2008/09/17 11:45:00	taxi
2008/09/17 22:56:54	2008/09/17 23:01:52	bus
2008/09/17 23:24:42	2008/09/17 23:55:05	train
2008/09/17 23:59:28	2008/09/18 00:14:54	taxi
2008/09/18 00:41:41	2008/09/18 00:50:43	subway
2008/09/18 10:43:23	2008/09/18 10:53:03	subway
2008/09/18 11:19:04	2008/09/18 11:24:38	bus
2008/09/18 11:26:54	2008/09/18 11:31:29	bus
2008/09/18 11:44:38	2008/09/18 11:54:25	bus
2008/09/18 23:44:39	2008/09/19 00:15:05	train
2008/09/19 00:24:19	2008/09/19 00:39:10	bus
2008/09/19 00:45:26	2008/09/19 01:20:53	taxi
2008/09/19 10:46:56	2008/09/19 10:56:10	subway
2008/09/19 11:24:54	2008/09/19 11:38:27	bus
2008/09/19 11:50:43	2008/09/19 12:02:11	bus
2008/09/19 12:24:34	2008/09/19 12:55:52	train
2008/09/21 22:24:38	2008/09/21 22:55:21	train
2008/09/21 23:01:53	2008/09/21 23:36:48	taxi
2008/09/21 23:58:45	2008/09/22 00:07:41	subway
2008/09/22 11:14:52	2008/09/22 11:24:30	subway
2008/09/22 11:47:30	2008/09/22 11:58:57	taxi
2008/09/22 12:24:36	2008/09/22 12:54:43	train
2008/09/22 23:24:33	2008/09/22 23:54:54	train
2008/09/23 00:00:11	2008/09/23 00:35:06	taxi
2008/09/23 00:58:47	2008/09/23 01:07:50	subway
2008/09/23 12:18:05	2008/09/23 12:27:27	subway
2008/09/23 12:44:53	2008/09/23 12:56:23	taxi
2008/09/23 13:14:31	2008/09/23 13:50:00	train
2008/09/23 14:27:12	2008/09/23 14:31:47	bus
2008/09/23 23:14:56	2008/09/23 23:16:37	taxi
2008/09/23 23:24:31	2008/09/23 23:55:00	train
2008/09/24 00:00:31	2008/09/24 00:58:12	taxi
2008/09/24 01:22:44	2008/09/24 01:32:11	subway
2008/09/24 11:34:59	2008/09/24 11:39:51	taxi
2008/09/24 12:45:52	2008/09/24 12:52:02	subway
2008/09/24 13:13:48	2008/09/24 13:27:30	taxi
2008/09/24 13:39:35	2008/09/24 14:09:41	train
2008/09/24 14:18:04	2008/09/24 14:20:40	taxi
2008/09/24 23:13:34	2008/09/24 23:18:45	taxi
2008/09/24 23:24:40	2008/09/24 23:55:10	train
2008/09/24 23:59:26	2008/09/25 00:25:01	taxi
2008/09/25 00:49:39	2008/09/25 00:58:34	subway
2008/09/25 10:42:04	2008/09/25 11:00:52	taxi
2008/09/25 11:14:37	2008/09/25 11:44:30	train
2008/09/25 11:54:46	2008/09/25 11:57:45	taxi
2008/09/25 23:09:37	2008/09/25 23:39:54	train
2008/09/25 23:57:42	2008/09/26 00:28:02	taxi
2008/09/26 00:53:09	2008/09/26 01:01:52	subway
2008/09/26 10:53:42	2008/09/26 11:02:50	subway
2008/09/26 11:27:15	2008/09/26 11:42:10	taxi
2008/09/26 12:05:05	2008/09/26 12:35:25	train
2008/09/26 12:41:46	2008/09/26 12:49:31	train
2008/09/26 12:55:42	2008/09/26 13:05:08	taxi
2008/09/26 23:24:33	2008/09/27 00:25:48	train
2008/09/27 00:30:51	2008/09/27 00:58:48	taxi
2008/09/27 01:13:33	2008/09/27 01:22:05	subway
2008/09/27 11:42:13	2008/09/27 12:29:29	car
2008/09/27 12:44:42	2008/09/27 13:14:37	train
2008/09/27 13:30:54	2008/09/27 13:35:26	bus
2008/09/27 23:22:35	2008/09/27 23:24:42	taxi
2008/09/27 23:44:32	2008/09/28 00:14:43	train
2008/09/28 00:19:02	2008/09/28 00:40:37	taxi
2008/09/28 01:04:47	2008/09/28 01:13:50	subway
2008/09/28 12:06:25	2008/09/28 12:15:44	subway
2008/09/28 13:29:51	2008/09/28 15:59:59	train
2008/09/28 16:00:00	2008/09/29 07:16:06	train
2008/09/29 08:22:18	2008/09/29 11:22:38	train
2008/09/29 12:52:41	2008/09/29 15:59:59	train
2008/09/29 16:00:00	2008/09/29 20:58:48	train
2008/09/29 21:12:09	2008/09/29 21:39:27	bus
2008/09/30 02:43:02	2008/09/30 02:50:58	taxi
2008/09/30 04:01:35	2008/09/30 05:19:33	train
2008/09/30 08:25:02	2008/09/30 14:19:30	train
2008/09/30 20:32:47	2008/10/01 05:41:09	train
2008/10/01 06:07:32	2008/10/01 06:20:40	taxi
2008/10/01 06:44:34	2008/10/01 07:06:27	taxi
2008/10/01 08:16:52	2008/10/01 11:46:49	train
2008/10/01 12:39:16	2008/10/01 12:45:32	taxi
2008/10/01 23:08:24	2008/10/01 23:13:11	taxi
2008/10/02 00:29:49	2008/10/02 13:44:11	train
2008/10/02 14:24:50	2008/10/02 15:59:59	train
2008/10/02 16:00:00	2008/10/03 01:24:53	train
2008/10/03 04:06:40	2008/10/03 04:14:22	bus
2008/10/03 05:00:54	2008/10/03 05:24:44	bus
2008/10/03 07:25:16	2008/10/03 09:55:51	airplane
2008/10/03 10:21:08	2008/10/03 10:50:47	subway
2008/10/03 11:06:36	2008/10/03 11:13:03	subway
2008/10/03 13:49:35	2008/10/03 14:19:33	train
2008/10/05 22:51:12	2008/10/05 22:53:00	taxi
2008/10/05 23:09:51	2008/10/05 23:40:43	train
2008/10/05 23:51:28	2008/10/06 00:49:40	taxi
2008/10/06 01:16:40	2008/10/06 01:25:50	subway
2008/10/06 11:00:50	2008/10/06 11:10:14	subway
2008/10/06 11:31:12	2008/10/06 11:44:00	taxi
2008/10/06 12:04:46	2008/10/06 12:34:57	train
2008/10/06 12:42:32	2008/10/06 12:50:48	train
2008/10/06 12:53:57	2008/10/06 13:03:42	taxi
2008/10/06 23:24:29	2008/10/06 23:54:57	train
2008/10/07 00:00:18	2008/10/07 00:29:18	taxi
2008/10/07 00:53:14	2008/10/07 01:02:13	subway
2008/10/07 10:19:38	2008/10/07 10:29:01	subway
2008/10/07 10:51:32	2008/10/07 11:04:20	taxi
2008/10/07 11:14:37	2008/10/07 11:44:37	train
2008/10/07 12:07:38	2008/10/07 12:12:20	train
2008/10/07 23:44:35	2008/10/08 00:15:01	train
2008/10/08 00:20:18	2008/10/08 00:37:59	taxi
2008/10/08 01:04:40	2008/10/08 01:14:01	subway
2008/10/08 10:50:16	2008/10/08 10:59:59	subway
2008/10/08 11:24:04	2008/10/08 11:35:30	taxi
2008/10/08 11:49:24	2008/10/08 12:19:38	train
2008/10/08 12:50:25	2008/10/08 12:59:10	train
2008/10/08 13:03:06	2008/10/08 13:11:02	taxi
2008/10/08 23:12:09	2008/10/08 23:13:39	taxi
2008/10/08 23:24:30	2008/10/08 23:55:00	train
2008/10/09 00:00:57	2008/10/09 00:26:05	taxi
2008/10/09 00:52:54	2008/10/09 01:01:55	subway
2008/10/09 11:13:46	2008/10/09 11:23:41	subway
2008/10/09 11:44:19	2008/10/09 11:58:52	taxi
2008/10/09 12:24:34	2008/10/09 12:54:39	train
2008/10/09 13:04:01	2008/10/09 13:12:43	train
2008/10/09 13:17:01	2008/10/09 13:24:50	taxi
2008/10/09 22:49:23	2008/10/09 22:50:31	taxi
2008/10/09 23:09:35	2008/10/09 23:40:03	train
2008/10/09 23:55:23	2008/10/10 00:22:36	taxi
2008/10/10 00:46:55	2008/10/10 00:55:56	subway
2008/10/10 10:33:07	2008/10/10 10:42:44	subway
2008/10/10 11:19:07	2008/10/10 11:38:23	taxi
2008/10/10 11:49:30	2008/10/10 12:19:21	train
2008/10/10 12:45:26	2008/10/10 12:54:25	train
2008/10/10 12:57:27	2008/10/10 13:05:49	taxi
2008/10/12 22:48:36	2008/10/12 22:50:18	taxi
2008/10/12 23:09:38	2008/10/12 23:40:27	train
2008/10/12 23:45:29	2008/10/13 00:12:30	taxi
2008/10/13 00:44:02	2008/10/13 00:53:00	subway
2008/10/13 10:43:15	2008/10/13 10:52:56	subway
2008/10/13 11:13:58	2008/10/13 11:26:35	taxi
2008/10/13 11:39:38	2008/10/13 12:09:28	train
2008/10/13 12:23:31	2008/10/13 12:28:47	bus
2008/10/13 23:04:18	2008/10/13 23:06:45	taxi
2008/10/13 23:24:32	2008/10/13 23:55:34	train
2008/10/14 00:01:11	2008/10/14 00:18:18	taxi
2008/10/14 00:49:51	2008/10/14 00:58:20	subway
2008/10/14 11:47:37	2008/10/14 11:59:00	bus
2008/10/15 00:51:43	2008/10/15 01:10:59	taxi
2008/10/15 11:10:10	2008/10/15 11:23:48	taxi
2008/10/15 11:39:39	2008/10/15 12:09:49	train
2008/10/15 23:24:29	2008/10/15 23:54:46	train
2008/10/16 00:01:50	2008/10/16 00:24:07	taxi
2008/10/16 00:58:49	2008/10/16 01:07:36	subway
2008/10/16 11:04:15	2008/10/16 11:13:48	subway
2008/10/16 11:39:53	2008/10/16 11:52:53	taxi
2008/10/16 12:04:48	2008/10/16 12:34:47	train
2008/10/16 12:50:43	2008/10/16 13:02:12	train
2008/10/16 13:05:55	2008/10/16 13:14:23	taxi
2008/10/16 22:49:35	2008/10/16 22:50:20	taxi
2008/10/16 23:09:35	2008/10/16 23:41:06	train
2008/10/16 23:57:18	2008/10/17 00:15:39	taxi
2008/10/17 00:41:11	2008/10/17 00:50:31	subway
2008/10/17 11:35:58	2008/10/17 11:45:20	subway
2008/10/17 11:48:19	2008/10/17 12:16:46	taxi
2008/10/17 12:24:41	2008/10/17 12:55:10	train
2008/10/17 13:10:26	2008/10/17 13:19:35	train
2008/10/17 13:22:39	2008/10/17 13:30:17	taxi
2008/10/18 12:06:06	2008/10/18 12:10:54	taxi
2008/10/18 13:00:00	2008/10/18 13:07:09	taxi
2008/10/19 22:28:47	2008/10/19 22:31:43	taxi
2008/10/19 22:54:39	2008/10/19 23:25:04	train
2008/10/19 23:41:17	2008/10/20 00:02:18	taxi
2008/10/20 00:29:03	2008/10/20 00:37:58	subway
2008/10/20 11:41:50	2008/10/20 12:06:05	bus
2008/10/21 00:46:22	2008/10/21 00:58:38	taxi
2008/10/31 10:19:23	2008/10/31 11:06:22	taxi
2008/10/31 11:39:39	2008/10/31 12:09:58	train
2008/10/31 12:18:51	2008/10/31 12:24:58	taxi
2008/11/01 03:59:27	2008/11/01 04:30:18	train
2008/11/01 04:35:38	2008/11/01 05:06:30	taxi
2008/11/04 10:18:55	2008/11/04 10:21:11	subway
2008/11/04 11:02:34	2008/11/04 11:10:08	taxi
2008/11/04 14:38:07	2008/11/04 14:40:15	subway
2008/11/06 10:22:19	2008/11/06 10:31:48	subway
2008/11/06 10:36:29	2008/11/06 11:14:36	taxi
2008/11/06 11:24:09	2008/11/06 12:03:56	train
2008/11/06 12:08:06	2008/11/06 12:21:11	taxi
2008/11/06 22:54:31	2008/11/06 23:24:45	train
2008/11/06 23:31:26	2008/11/06 23:49:53	taxi
2008/11/07 00:13:55	2008/11/07 00:22:33	subway
2008/11/07 09:08:52	2008/11/07 10:09:31	bus
2008/11/08 09:56:03	2008/11/08 11:09:21	bus
2008/12/01 00:34:31	2008/12/01 00:53:34	taxi
2008/12/06 04:16:28	2008/12/06 04:25:31	subway
2008/12/06 04:57:11	2008/12/06 05:09:14	taxi
2008/12/06 07:39:43	2008/12/06 08:16:10	train
2008/12/06 08:27:08	2008/12/06 08:49:35	train
2008/12/06 08:59:47	2008/12/06 09:05:09	taxi
2008/12/06 10:02:44	2008/12/06 10:13:35	subway
2008/12/06 10:30:11	2008/12/06 11:17:54	subway
2008/12/06 11:30:30	2008/12/06 11:43:24	taxi
2008/12/07 10:19:25	2008/12/07 10:21:54	taxi
2008/12/07 10:30:54	2008/12/07 10:34:14	taxi
2008/12/07 10:59:29	2008/12/07 11:29:48	train
2008/12/07 11:43:12	2008/12/07 12:23:26	bus
2008/12/07 12:25:34	2008/12/07 12:37:28	taxi
2011/08/03 01:12:00	2011/08/03 13:14:00	subway
2011/08/08 13:51:59	2011/08/08 14:10:57	subway
2011/08/09 01:44:00	2011/08/09 01:44:17	subway
2011/08/24 13:39:34	2011/08/24 15:27:27	subway
2011/08/27 14:07:57	2011/08/27 14:09:35	subway
2011/08/27 14:26:59	2011/08/27 14:28:59	subway
2011/08/27 15:02:32	2011/08/27 15:15:05	subway
2011/08/28 16:40:33	2011/08/28 16:44:24	taxi
2011/08/30 14:11:18	2011/08/30 14:11:21	subway
