Start Time	End Time	Transportation Mode
2008/10/26 01:57:43	2008/10/26 02:56:37	bus
2008/10/26 05:29:11	2008/10/26 05:55:07	bus
2008/10/26 11:44:27	2008/10/26 11:58:27	subway
2008/10/26 12:05:07	2008/10/26 12:11:03	bus
2008/10/27 01:23:36	2008/10/27 01:43:38	bus
2008/10/27 01:53:03	2008/10/27 02:06:51	subway
2008/10/27 13:14:07	2008/10/27 13:21:10	subway
2008/10/27 13:38:40	2008/10/27 13:44:44	bus
2008/11/01 01:50:51	2008/11/01 02:13:15	bus
2008/11/01 02:19:45	2008/11/01 02:32:51	subway
2008/11/01 03:40:39	2008/11/01 05:16:53	bike
2008/11/06 02:37:40	2008/11/06 02:43:38	bus
2008/11/06 02:46:50	2008/11/06 03:29:58	bus
2008/11/06 03:34:04	2008/11/06 04:10:08	bike
2008/11/06 04:47:14	2008/11/06 07:19:58	bike
2008/11/06 12:12:13	2008/11/06 12:25:11	subway
2008/11/06 12:29:17	2008/11/06 12:34:37	bus
2008/11/07 09:11:06	2008/11/07 10:22:06	taxi
2008/11/07 13:24:45	2008/11/07 13:38:16	bike
2008/11/07 13:41:16	2008/11/07 13:53:36	subway
2008/11/07 14:05:50	2008/11/07 14:11:31	bus
2008/11/09 02:00:08	2008/11/09 02:21:00	bus
2008/11/09 02:24:18	2008/11/09 02:28:16	bus
2008/11/09 12:12:01	2008/11/09 12:25:59	subway
2008/11/09 12:29:27	2008/11/09 12:36:35	bus
2008/11/15 02:02:09	2008/11/15 02:09:13	bus
2008/11/15 02:15:31	2008/11/15 03:10:09	bus
2008/11/15 03:11:43	2008/11/15 03:41:11	bike
2008/11/15 10:56:53	2008/11/15 11:37:47	bike
2008/11/15 12:55:19	2008/11/15 13:17:17	bus
2008/11/15 13:22:39	2008/11/15 13:35:57	subway
2008/11/15 13:37:21	2008/11/15 13:56:11	bike
2008/11/16 06:51:53	2008/11/16 07:00:39	bike
2008/11/16 07:03:04	2008/11/16 07:17:30	subway
2008/11/16 07:33:46	2008/11/16 07:40:25	bus
2008/11/17 03:03:29	2008/11/17 03:16:27	bus
2008/11/17 03:22:51	2008/11/17 03:40:23	subway
2008/11/17 06:36:56	2008/11/17 06:52:20	subway
2008/11/17 06:59:58	2008/11/17 07:06:16	bus
2008/11/29 01:58:05	2008/11/29 02:01:39	bus
2008/11/29 02:07:57	2008/11/29 02:43:37	subway
